path,sha256,bytes
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__control.csv,3d9ac9bd730b2b367115445d6829faaefdf54737cadc6e69c0dd980f300b8508,1616398
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__coverage.csv,227c2f87499fbcd142d5773af4c92f2797e6705d382a2a8b01fb4f51db64ed61,558
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__edge.csv,f3c62b0a0c25b87ff94a1050d47674a355ae0f43708ffacd4af3788a5ba392d2,1642365
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__forward.csv,01b0991d8184171ecf2de621e3f7d5164ed73cbe4feb0769618feb3b84988aed,418579
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__inverse.csv,fe971a518d648389c8c14f74c5ea7c845fbcad297633cf5cac5742bde20795b5,523466
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__learning.csv,da9a22a17aec1370c46d4713f53ef4385d6a8485d27cee7ea1e8493a9019a9a8,1169691
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__null.csv,d65a575e44ffc904d79adcc690fe4b0c8f96e73186f8f6e99e1c69ce9c6b5b75,3230387
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__prototypes.npz,bdbf5e3eb160b0ec457d8e39fd0dcb52b4e3cf9ea9f3fea9d7122f9dee8e662f,1731009
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__relation.csv,06f40d35e729febc444b63c878f8246dbb9112a236109446b6fcfac268513790,36471
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__residual.csv,155fd5e5ae0fc0ed046d575b203b1d9e7690e122fb2360b4a5d613795681ad18,71428
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__complete.json,713046268f78c89508d2be74c078b40770f07c2a9fddf4473ce107d8c69e87ae,352
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__control.csv,9d3828dcd6d3406fe32ef9af61d9e55ab9c24828a8d31539dcb7639c95377bc8,1883323
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__coverage.csv,903d725fb0a0470dd0906a5e191a98fed48ca7bd25bff8d8326ee3f14017d843,576
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__edge.csv,62f908604b79ee999ca330179ca3e21a6ecce41c6138279fb076e1b9ffd5d3fe,1699765
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__forward.csv,ceda8fcc4578d3ce3f307d9a1dfbf5bc74fad3f671f9f298d3a78bfaba3dd50d,472284
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__inverse.csv,c5e7fa451305aeaeb068a73ef7dcb05a2cfc9522a44b1c582298efa717b3eac8,577186
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__learning.csv,77a1df1746472ea41e000ce1732007dc702abe822568ccc1ff7fee76e390f3dd,1409348
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__null.csv,18e463044f817ed3a764a21bf913a3bf4a7fda68ae24d5552beeb6cb8e0be0c0,3743561
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__prototypes.npz,c528dda63efe251487dbe760532231287d2b3ac73aa098710e8c25772fd51a8b,1727013
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__relation.csv,2f4dcaf852e82e0913c3e4c2116544797bb1044ba749cb7709cfe98c42c7b978,40454
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__residual.csv,bf116ec59cebfa701b740192b938fe7b67c2f73bbf7cbdc16f2d2498932e1c0f,80373
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__complete.json,3274855ca0f569d531aacbc11b0f9b1fc72f19f4ec68d9b140cee720ba105b2a,343
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__control.csv,d065cbb6c03b7e779a38bf4504d3c02f49ad8c1b9bbc30aae322eb945595023c,2762953
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__coverage.csv,b67796fc51444fc8f212f63ededd61a6caf8e4230016b9edd41b31f6737a2d8a,568
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__edge.csv,ca0f44fa63e79d3a8d416c79bf84733da3a62201f0c21831773d5f247495c40b,2582969
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__forward.csv,106cf00d4be177b842b47dd1f962fa225b67d37edbb1e9ee5c5920c3a36a9d3b,702674
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__inverse.csv,d5b38a5e3be401702261a9238afe6a2c69a6e9aa649c5e489f7dc63cd0349d1d,864856
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__learning.csv,d4c4d3e3f5a2dcd7d165e706ca1787d12275f30a780329137d6868cea4338fe7,1517904
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__null.csv,77ad07d07deec90e4e9bb45630146302212daedfb43f601bf3a3f3ee4a5d41e1,4024538
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__prototypes.npz,96a8c2a7ea4121a805d351fca59e5d6fba3da00a743e9e1b8eb12dc6b41767ef,1936391
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__relation.csv,d00989d0c66411f95a25673ebd952bd8b7529ae98875cc9400d46868a18201bf,44184
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__residual.csv,3c38bc412c4da008314aa7dbc73219090b6779cabade6d6f4ef86ded1128df1f,94414
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__complete.json,6fd1e40e574ca37dd699d914b4420e18d18fb253287f1bb6a6a94fa686c3f636,335
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__control.csv,146efa14735c819f0e845d5dd9a4b30b12cec91683842bb060151ca5ef062ecd,2903013
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__coverage.csv,702c692bea3c1127e7046e2cc0751fbba776d8c0c4aa610abca1eb79921800f4,561
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__edge.csv,0d65ca268db02ca1a20820e23d154cf1755d13cb2d7a2a852d7be00fd7982c91,2852372
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__forward.csv,d72aa40a6598fcc569ac34501e9069faf2182993ef01378e0830a7cb801ff8f8,754104
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__inverse.csv,c09c384f6a4d1b57af6f464a9dd3cee5674cc4a0fa4b6c7c3cccd02d4a3a4292,922943
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__learning.csv,72fd3b1afed3f242fcfb87feded3cdaa4694c698907689d9d049aa288745d4af,1467176
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__null.csv,26d076de132776134051b0cf9af4375b1cee1bef36ccba466ee9c0ae87d8ebf9,3869890
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__prototypes.npz,50b36855eda8922f48890012c7028c887de49da47f0fd1a6c3444f92894d9b47,2033991
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__relation.csv,bab2511072eab3e80888fb5cb0b1856308d35053ddb30593cbce5a1b64bead70,45778
Centered_Sensitivity_C2_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__residual.csv,132c09a36980787264778165ce53be4a1b23773ae3e83de953fd769332490bd6,91961
Centered_Sensitivity_C2_v1/cross_channel_relation_summary_v5.csv,d75c1cce08c39251de0a35b31e27a890312e4a6031941ece252d470437751b84,57786
Centered_Sensitivity_C2_v1/cross_language_relation_summary_v5.csv,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1
Centered_Sensitivity_C2_v1/cross_model_relation_summary_v5.csv,f1640388a16409be55f1e6c63559328879234e56753a8d7abcdf5a321ed58a96,69494
Centered_Sensitivity_C2_v1/diagnostic_identification_cases_v5.csv,f2846059ecda4c2da0b92b760894046a57edd79a0ec47056d045623ffb602faf,429102
Centered_Sensitivity_C2_v1/edge_offset_scores_v5.csv,faf9716063a2ae1aa795206280fe45bc4f5744ad3415bf2e61c2fcc438445efd,34817343
Centered_Sensitivity_C2_v1/forward_analogy_retrieval_v5.csv,cb19d97830f28b255b111e226de8267eaea2bcb3f166fe7008f015f9b2e58e29,9363563
Centered_Sensitivity_C2_v1/input_fingerprints_v5.json,7d294d95ae19b4e74c75a74ff3f23876e5889bab32e42a58f618b3cbf169500f,3017
Centered_Sensitivity_C2_v1/inverse_anchor_recovery_v5.csv,541e01d1ec959ec07ea1d428b789f40a57597e5758b2869d8fbfb92efe98e56e,11334267
Centered_Sensitivity_C2_v1/matched_control_results_v5.csv,cd7a93f3807b9acc9e3733d2580fd7129dd5eeea131c57710fc3eb0ac11fde7a,36084975
Centered_Sensitivity_C2_v1/matched_cross_channel_inverse_recall_v5.csv,fbbd120acc30aa6747898299154ecd056fc6ff7c4259191187e9c68cd67d2c3e,3128
Centered_Sensitivity_C2_v1/matched_subset_relation_summary_v5.csv,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1
Centered_Sensitivity_C2_v1/null_model_results_v5.csv,d3d9d6800d0861c32c33e189870061bb6c57a346fc607412dd5d5a325bfef8dd,58271944
Centered_Sensitivity_C2_v1/plots/diagnostic_baseline_to_offset_rank.png,e3de8ba79003fbc1304e689f378d35123e9d83b9e48a10c42195538e9610a09a,1133988
Centered_Sensitivity_C2_v1/plots/family_residual_improvement.png,137cd7400114e694d518a58ea13b8c98a719ed82f2d417a58c3465c812bcdf66,30752
Centered_Sensitivity_C2_v1/plots/forward_recall_at_1_baseline_vs_offset.png,8e71c1e52abf61964c266d2801002423ce73662f46f5e3630e6a8e960801f946,94764
Centered_Sensitivity_C2_v1/plots/inverse_median_rank_baseline_vs_offset.png,727ee0bd37d6eab8c774560023835b42f059869490c3f896c4afb64a3b1b2920,102107
Centered_Sensitivity_C2_v1/plots/inverse_rank_change_distribution.png,bbd0c38daeb3f928d6564eab3660e81ad1552094013a3c7aecf255b67b36a1ae,32316
Centered_Sensitivity_C2_v1/plots/inverse_recall_at_1_baseline_vs_offset.png,53729c8e5ae301d0edb6be0c1619086e7f6aeb7c5869fe769f339f17a9b2d0b2,99838
Centered_Sensitivity_C2_v1/plots/inverse_recall_at_5_10_baseline_vs_offset.png,f82beec20bd38604343e84db2e104cece4201bf26033f44acca5b393893c86a5,160440
Centered_Sensitivity_C2_v1/plots/matched_cross_channel_inverse_recall_at_1.png,4af8f0f360b2d46be7a987a19e12c0773df3e90057f09b4a4960571a22d77f0d,57327
Centered_Sensitivity_C2_v1/plots/model_channel_retrieval_comparison.png,3fc3844a69e57fcfa97785b47631369b16a5bb7328c287ba66ba35e46436ae5c,93519
Centered_Sensitivity_C2_v1/plots/relation_learning_curves.png,84c96897fecc5aeabd3f6c1964e2e46216a8fd886395a647cea1c81ebc54e0ae,109620
Centered_Sensitivity_C2_v1/plots/support_sensitivity_inverse_recall_at_1.png,1c91cf1e2de377bf4f324bbfd01e870c1d3263e7c43ee33e81771cde19ed3372,124514
Centered_Sensitivity_C2_v1/plots/within_relation_vs_null_offset_cosine.png,08852c7c58d0d6d879103af7dda22e5c65ac87d4109f47284d85b499e6905949,32628
Centered_Sensitivity_C2_v1/raw_offset_QC_v5.md,849c737e0102e198da52f3b10b7cbc8d4f466be3b2997dfb2c7eae37ccc2fba4,1928
Centered_Sensitivity_C2_v1/raw_offset_method_manifest_v5.json,9ec088a76c2d5ad600e31727070a44e3749bdda667b91dea7d1be5258dd3cb82,2402
Centered_Sensitivity_C2_v1/relation_learning_curves_v5.csv,611143abb225c1a9d70b3f638a2bbe34fd1f40ccb49881f42d0d63c3ca1bfc56,21813660
Centered_Sensitivity_C2_v1/residual_family_coherence_v5.csv,81488a938fa21da64e2868582653d3de1b6681b82255b043fc79df3c62f55dd3,1291980
Centered_Sensitivity_C2_v1/retrieval_identification_summary_v5.csv,0390d99d2d6aefcfc9f406714179e1acb958b84c28602c0b5819ab4ab31da954,27835
Centered_Sensitivity_C2_v1/semantic_relation_prototypes_v5.npz,875fee667f6637af289ee2db82741f9f1fa35307bae499e431d51a93894ea5d5,17242724
Centered_Sensitivity_C2_v1/semantic_relation_summary_v5.csv,3c5a39f10dc680c3d46429412f9f4add29ba19f5055305f1db94db8779cb5ac9,636423
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__cn_def__centered_sensitivity__complete.json,55c5c94847a27bbb32c707fa5f925342a71cec18cfa081774fe3204f0c5589c2,313
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__cn_def__centered_sensitivity__coverage.csv,970b924f5172fef0ad8692067e2ffe7825ae2f732707e50b5e0ef261300b6602,490
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__cn_def__centered_sensitivity__retrieval.csv,a1baedacd9aa13eca9aa716f9c38b3a5612818afc27693ae444ec767f9c2ac49,746491
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__en_def_translated_cn_def__centered_sensitivity__complete.json,344d69474ac8c95df47d5382887a8638fe412072bfe1be1034a19b0d641819e7,331
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__en_def_translated_cn_def__centered_sensitivity__coverage.csv,8432d08912db5d01f22df800f60d69649520a3e648171de4fd57c1d84eedb464,508
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__en_def_translated_cn_def__centered_sensitivity__retrieval.csv,7eb8bd89ec37a2fd04bc920740a9193c7b96129a189c66740e12f33bf114081f,834257
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__en_gloss_unihan__centered_sensitivity__complete.json,bd94fb216c0951add23db1c6aa1cefd00dfab88657027ff1c7ffbd6caf8ff8b7,322
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__en_gloss_unihan__centered_sensitivity__coverage.csv,6eb565314a55944a19139c4cb84f45c424a4bae086b87293647b8984193668ca,498
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__en_gloss_unihan__centered_sensitivity__retrieval.csv,be8fcc988e727c98dd279beb09f1b0bf824f70fdb3badf472afd278fac021acc,1383634
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__zh_char__centered_sensitivity__complete.json,a1663a0e54b1bd6a9067284faa07456b2b9d1b0c64f3de2b6c530937b924ed9d,314
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__zh_char__centered_sensitivity__coverage.csv,d301d6505c6ddf800227fa2467c08223aa6f3812e02726c5390ba8b8803e18d5,491
Centered_Sensitivity_D_v1/checkpoints/bge_m3_1024d__zh_char__centered_sensitivity__retrieval.csv,998f17c99ff3ae53332ea5b9ff49fc1d9a6657a0003bec293313d0c1d36062b3,1508386
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__cn_def__centered_sensitivity__complete.json,052dffdcb64649d9054d749dfcc2c6aa503b2101f6805bda9d6d3ba3d1eeccfb,327
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__cn_def__centered_sensitivity__coverage.csv,ccc5346dd27d50b3ab50c0d703bc34aab6e8b92d1af74e66bb9c30044478adb5,504
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__cn_def__centered_sensitivity__retrieval.csv,4b1b62c5fd2f0bfead942c31a3eb7f98bbff64fced917507835f43323ca755d2,811876
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__en_def_translated_cn_def__centered_sensitivity__complete.json,8e0a794f23b31ce12ac2f2cba26cf6017f474aa4494d2e2279729c84a47bf642,345
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__en_def_translated_cn_def__centered_sensitivity__coverage.csv,c2a5edef230ac1a26df6c5ec35c2e2ea1c5d16ddeb9f4450d32b9666d0cb0393,522
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__en_def_translated_cn_def__centered_sensitivity__retrieval.csv,949e8498b3e2557ec0479af57c0e9030036390aca3a0131850bed8321755fa07,898752
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__en_gloss_unihan__centered_sensitivity__complete.json,a6651a7fe79d0edeca9d90eaf921e56bed8c3b356dac78fdc2422858341e9ff2,336
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__en_gloss_unihan__centered_sensitivity__coverage.csv,a4df96f040abaebd67d770146df47a19dc6e7c86f132bbdf93d8ca57ea16fbbd,512
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__en_gloss_unihan__centered_sensitivity__retrieval.csv,4b5b5e80b611bcf3eb336e85e6a6b4da9211af2e34b8b1387169b871007e7567,1497454
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__zh_char__centered_sensitivity__complete.json,f31e383eaff2c517c7e949282cccfcd8df72c60be93f03231fa434ebdd6959de,328
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__zh_char__centered_sensitivity__coverage.csv,f7221ab794ced589e80cb00318beb7a1c77115c3d522319b5361f399f29408c3,505
Centered_Sensitivity_D_v1/checkpoints/gte_multilingual_base_768d__zh_char__centered_sensitivity__retrieval.csv,45504f42e285c726aff2056ec9e4f5069a6de8e3c39ba0411ec117ecaf5b5d78,1639363
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__cn_def__centered_sensitivity__complete.json,8fbede63a89b93abce4e40914e06c1c7e5392ecbc4277a7742f5b2b5a049728b,317
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__cn_def__centered_sensitivity__coverage.csv,5999e361f7996a8f8882fcc952fe5afbe86f2dbb306cc4c582228d8ea3e003b7,494
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__cn_def__centered_sensitivity__retrieval.csv,215edb1a03fb299bc39b4763c5bc3e3f1ed75f6995f86c315b4f847c6fbf7297,764606
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__en_def_translated_cn_def__centered_sensitivity__complete.json,4f03b9d68215dc36129725a6e72733cbcac934abf21de779182c16ed74ce29b3,335
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__en_def_translated_cn_def__centered_sensitivity__coverage.csv,116c875ada6bc8c0b7138600879ea4673c4ef9ffd475829d709edb8f449b313c,512
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__en_def_translated_cn_def__centered_sensitivity__retrieval.csv,0523a4f153c821d9754fd720035da2d187aa26eb93ce76b231632256b02fa654,851843
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__en_gloss_unihan__centered_sensitivity__complete.json,0912e4c0184ae9c016eb338189c3527940eb17e2186e03283cdfccb1b95be532,326
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__en_gloss_unihan__centered_sensitivity__coverage.csv,25bbd288cd80c0b5b38cf72b7e7b6f9b5669d5489e4e9fbc80a1e783ca95b3fd,502
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__en_gloss_unihan__centered_sensitivity__retrieval.csv,8138c7cdffbc77189699ee9dddad3d967148afc17e9ada9d6e62defe880e957c,1415646
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__zh_char__centered_sensitivity__complete.json,56498d9ec9fabadc10e276a166ac4630db8869e354911367b5f2dc7d10a21137,318
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__zh_char__centered_sensitivity__coverage.csv,926ddb2e8abf6affc4a1caaab2c2f857a20b3a4726892df4668251a32d178dc2,495
Centered_Sensitivity_D_v1/checkpoints/qwen3_0.6b_1024d__zh_char__centered_sensitivity__retrieval.csv,545d182fd6e3f669a3a0852e10d032bca855a7a46c375c716e97b860e12cb2a1,1533148
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__complete.json,e2ab4deb683476aa3870cd4c6d83050301e41719eb78a8eb8aeabd953d793fe9,320
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__coverage.csv,4ac5a71722af12e8cb3a720b5124818a0fa8c3d3cede64f218ce2d842dfe5ef2,497
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__cn_def__centered_sensitivity__retrieval.csv,5b6799d3e09f9cc689174dc17b3e459075758e5aa5c483ed5cfac70719aedbff,778545
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__complete.json,04356230d8c2adc5983ef3a0ab0d375b065d0768fdde56947f05dc994b37948a,338
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__coverage.csv,36fb415ccf52b60984c583f377758856e6c1e46c0a77c808518e93f805d96331,515
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__en_def_translated_cn_def__centered_sensitivity__retrieval.csv,1aa3e620fa64676b8d4a7e17a6ac525c19fc896268289e7ce96086380fb102cb,865028
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__complete.json,bda8b26e1a211be6875c60cf3c5f9b7b0e38e864c77e08a8d1fc0eafc55dd224,329
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__coverage.csv,ec6839d58cb97caf2980949e446aa656fc7068bf2e9b727d138fbffcbcb24208,505
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__en_gloss_unihan__centered_sensitivity__retrieval.csv,e0dc3edac7368cd0cdc4d627e41dda91c00ea86d29ad29f2f139d214f7db707e,1436637
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__complete.json,f8d4cb470079517f367177ba0cf183ffc6eb69806e778e03d980bc3220bbc14f,321
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__coverage.csv,d0c9353a52ff925e5f90a03c256fc06f60fa8d030c8920678bc661e14cb5c9fd,498
Centered_Sensitivity_D_v1/checkpoints/qwen3_4b_2560d_int8__zh_char__centered_sensitivity__retrieval.csv,a80e5635f8918fc98aa7bd3192e37d6b82065b7ce3e40faf890e350f8a0aca35,1549574
Centered_Sensitivity_D_v1/p_side_centered_input_fingerprints_v1.json,1094bb4888cfeefcd4d4ad2647710400ab55e563f2e21bcd489de6ae540121ee,19232
Centered_Sensitivity_D_v1/p_side_channel_coverage_v1.csv,20a35cff37754969b42d3de74db17d69646f8a1a973d0dd3bf8d6aa6e80d8d21,2228
Centered_Sensitivity_D_v1/p_side_diagnostic_cases_v1.csv,29dd2f76ac7768e62a996f303f957dfdf17974855b5b60be244a7a446f8772ac,739639
Centered_Sensitivity_D_v1/p_side_forward_retrieval_v1.csv,a7f8655b97b5c47ca27fcf503a32aaf3baa78a7aafd51d304a6f31aba2eaed8e,18073618
Centered_Sensitivity_D_v1/p_side_retrieval_identification_summary_v1.csv,a2d52faadab358172985d1ea9804fa6b749c4dce0058ee1339e2d45b854026fa,22641
Centered_Sensitivity_D_v1/p_vs_s_side_matched_retrieval_summary_v1.csv,d52f21aad0c7c7dc85dfbc8e9fc1b59a875b5c33a28252b953aede8ac5d15199,32956
Centered_Sensitivity_D_v1/plots/01_p_side_recall_at_1.png,9e557f09ba00d39ca56c1be3bc60ffa67f0cf371ba6f7d6946689a4dca9b0126,107373
Centered_Sensitivity_D_v1/plots/02_p_side_median_rank.png,7f47ee49138122e3b2a3f05816df2fc782e060bc9db5c16e0d4b46c5ea595abe,101342
Centered_Sensitivity_D_v1/plots/03_p_side_recall_at_5_10.png,1543a2383df78cbaccd36329afafbf90657908b5d93cbe4c7e809e881f1a4139,173048
Centered_Sensitivity_D_v1/plots/04_p_side_rank_change.png,d1c5a9a6693213522afc32b3dd5d60158588ab8e6f8051aac9e7709479f251d2,35177
Centered_Sensitivity_D_v1/plots/05_matched_s_vs_p_recall_at_1_gain.png,9beb2f31373fd3354bca28ebd167c5b8479f5815f827be52560442c2189b643e,105251
Centered_Sensitivity_D_v1/plots/06_matched_s_vs_p_median_rank_improvement.png,5077ca66acadf92754c705dfb85d77ff02f9df39b8144ca8644971290e48cd7d,103728
Centered_Sensitivity_D_v1/plots/07_p_side_support_sensitivity.png,97a433e794f8a49b3f43e2ae28493df1add1adf0704c23f8a0dc92dae2cd401a,146829
Centered_Sensitivity_D_v1/plots/08_model_channel_p_side_effect_matrix.png,e61515b274037a08d35ba7f88c336359a6bdfc06a36fd9e00dcffef935c778e9,94355
Centered_Sensitivity_D_v1/plots/10_diagnostic_baseline_to_offset_rank.png,340c21b521aad542883ac0200aa3f3d7f648cce0ccd5d788d93f8f33c074bca2,1037421
centered_sensitivity_QC_v1.json,b048afe9cef2853d20db4afcc513b619dd857f676e8ccd7cb05d855e6e0582d6,331
embedding_cache_integrity_QC_v1.json,b5f524034611607fb3a3bd2cdd16e6dace2328a28a32425a23540540f57c08af,276
embedding_cache_integrity_manifest_v1.csv,e9298911a4750f1ef39ce52d9d491cb378722c296bd8ea9187d34fa6e5e8088a,7563
raw_vs_centered_C2_recall_gain_v1.png,117c1b5e19e7c4a45e87fcb3ae9114bd6ec042ae93bb1a5c377824c81574671d,103176
raw_vs_centered_C2_summary_v1.csv,4495d7aab42663f929428853afc254d93e8e8cc40fa21d0374435e4e37458ef6,72370
raw_vs_centered_D_recall_gain_v1.png,c0f99fb3ed381a99b65dbbb4d8566d576139401b8ae6594d12b38635889b5996,101288
raw_vs_centered_D_summary_v1.csv,2a050d6ffd18f750b93c5e3e95295e43e718570851ed05e000c79551d2b1ae58,57279
raw_vs_centered_P_family_effects_v1.csv,66118fc2e72f0b211705cbd592728e4105fa731c4b9818ee90a74a3e45e4a995,417353
