model,channel,edge_row,root_family_id,p_anchor,s_component_canonical,s_independent_character,derived_character,heldout_case_id,n_other_edges,n_other_distinct_s_contexts,baseline_predicted_character,baseline_true_rank,baseline_true_cosine,offset_predicted_character,offset_true_rank,offset_true_cosine,candidate_count,support_threshold,baseline_top1,baseline_top5,baseline_top10,baseline_reciprocal_rank,baseline_percentile_rank,offset_top1,offset_top5,offset_top10,offset_reciprocal_rank,offset_percentile_rank,rank_change,top1_rescued,top1_lost,top5_rescued,top5_lost,top10_rescued,top10_lost
bge_m3_1024d,en_gloss_unihan,EDGE-04788,ROOT-7714,眔,魚,魚,鰥,bge_m3_1024d__en_gloss_unihan__EDGE-04788,3,3,黃,144,0.5549520254135132,黃,339,0.5223844647407532,9152,3,0,0,0,0.0069444444444444,0.9843732925363348,0,0,0,0.0029498525073746,0.9630641459949733,-195,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04791,ROOT-771E,眞,口,口,嗔,bge_m3_1024d__en_gloss_unihan__EDGE-04791,5,5,闥,4335,0.5515865087509155,谽,1030,0.5633355379104614,9152,3,0,0,0,0.0002306805074971,0.526390558408917,0,0,0,0.0009708737864077,0.8875532728663534,3305,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04793,ROOT-771E,眞,王,玉,瑱,bge_m3_1024d__en_gloss_unihan__EDGE-04793,5,5,琦,18,0.726861834526062,琦,27,0.611629068851471,9152,3,0,0,0,0.0555555555555555,0.9981422795322916,0,0,0,0.037037037037037,0.9971587804611518,-9,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04794,ROOT-771E,眞,目,目,瞋,bge_m3_1024d__en_gloss_unihan__EDGE-04794,5,5,見,4801,0.4557020664215088,看,377,0.5704081058502197,9152,3,0,0,0,0.0002082899395959,0.4754671620587913,0,0,0,0.0026525198938992,0.958911594361272,4424,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04795,ROOT-771E,眞,𧾷,足,蹎,bge_m3_1024d__en_gloss_unihan__EDGE-04795,5,5,走,4231,0.487506240606308,慊,1497,0.545379102230072,9152,3,0,0,0,0.0002363507445048,0.5377554365643099,0,0,0,0.0006680026720106,0.8365205988416566,2734,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04796,ROOT-771E,眞,門,門,闐,bge_m3_1024d__en_gloss_unihan__EDGE-04796,5,5,言,5157,0.4603970348834991,闥,5117,0.5225670337677002,9152,3,0,0,0,0.0001939111886755,0.4365643099114851,0,0,0,0.0001954270080125,0.4409354168943284,40,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04798,ROOT-771E,眞,髟,髟,鬒,bge_m3_1024d__en_gloss_unihan__EDGE-04798,5,5,鳥,122,0.5727641582489014,鳥,28,0.6026214361190796,9152,3,0,0,0,0.0081967213114754,0.9867774013768988,0,0,0,0.0357142857142857,0.9970495027865808,94,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04799,ROOT-4020,䀠,隹,隹,瞿,bge_m3_1024d__en_gloss_unihan__EDGE-04799,4,4,鳥,8338,0.3224539160728454,矮,8371,0.3502088487148285,9152,3,0,0,0,0.0001199328376109,0.0889520271008632,0,0,0,0.0001194600406164,0.0853458638400175,-33,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04800,ROOT-4020,瞿,忄,心,懼,bge_m3_1024d__en_gloss_unihan__EDGE-04800,4,4,房,3337,0.4461759626865387,房,2784,0.4136602282524109,9152,3,0,0,0,0.0002996703626011,0.63544967763086,0,0,0,0.0003591954022988,0.6958802316686701,553,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04801,ROOT-4020,瞿,毛,毛,氍,bge_m3_1024d__en_gloss_unihan__EDGE-04801,4,4,皮,5653,0.5527443289756775,皮,6291,0.4743696749210357,9152,3,0,0,0,0.0001768972227136,0.3823625833242269,0,0,0,0.0001589572405023,0.3126434269478745,-638,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04803,ROOT-4020,瞿,肉,肉,臞,bge_m3_1024d__en_gloss_unihan__EDGE-04803,4,4,血,6179,0.4085926413536072,胏,4591,0.4604121446609497,9152,3,0,0,0,0.0001618384851917,0.324882526499836,0,0,0,0.000217817468961,0.4984154737187193,1588,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04804,ROOT-4020,瞿,行,行,衢,bge_m3_1024d__en_gloss_unihan__EDGE-04804,4,4,走,1658,0.534916877746582,躒,2504,0.5249495506286621,9152,3,0,0,0,0.0006031363088057,0.8189268932357119,0,0,0,0.0003993610223642,0.7264779805485739,-846,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04809,ROOT-6544,敄,力,力,務,bge_m3_1024d__en_gloss_unihan__EDGE-04809,8,8,鬥,843,0.4603219628334045,權,1290,0.5223085284233093,9152,3,0,0,0,0.0011862396204033,0.9079881980111464,0,0,0,0.0007751937984496,0.8591410774778713,-447,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04811,ROOT-6544,務,雨,雨,霧,bge_m3_1024d__en_gloss_unihan__EDGE-04811,8,8,曰,3170,0.4926952123641968,簑,2980,0.5714636445045471,9152,3,0,0,0,0.0003154574132492,0.6536990492842312,0,0,0,0.0003355704697986,0.6744618074527374,190,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04812,ROOT-6544,敄,女,女,婺,bge_m3_1024d__en_gloss_unihan__EDGE-04812,8,8,角,11,0.6457370519638062,危,22,0.5901122093200684,9152,3,0,0,0,0.0909090909090909,0.9989072232542892,0,0,0,0.0454545454545454,0.9977051688340072,-11,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04813,ROOT-6544,敄,木,木,楘,bge_m3_1024d__en_gloss_unihan__EDGE-04813,8,8,松,7517,0.4701676964759826,樵,7941,0.4068876206874847,9152,3,0,0,0,0.0001330317945989,0.1786689979237241,0,0,0,0.000125928724342,0.1323352639055841,-424,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04814,ROOT-6544,敄,目,目,瞀,bge_m3_1024d__en_gloss_unihan__EDGE-04814,8,8,見,138,0.6169919967651367,看,64,0.6635866165161133,9152,3,0,0,0,0.0072463768115942,0.9850289585837614,0,0,0,0.015625,0.9931155065020216,74,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04816,ROOT-6544,敄,虫,虫,蝥,bge_m3_1024d__en_gloss_unihan__EDGE-04816,8,8,隹,184,0.5456287860870361,蟲,1262,0.5699298977851868,9152,3,0,0,0,0.0054347826086956,0.9800021855534914,0,0,0,0.0007923930269413,0.8622008523658616,-1078,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04818,ROOT-6544,敄,金,金,鍪,bge_m3_1024d__en_gloss_unihan__EDGE-04818,8,8,貝,210,0.5290260910987854,鐶,89,0.5998548269271851,9152,3,0,0,0,0.0047619047619047,0.9771609660146432,0,0,0,0.0112359550561797,0.9903835646377444,121,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04820,ROOT-6544,敄,馬,馬,騖,bge_m3_1024d__en_gloss_unihan__EDGE-04820,8,8,鹿,183,0.5324184894561768,驦,68,0.6243607997894287,9152,3,0,0,0,0.0054644808743169,0.9801114632280624,0,0,0,0.0147058823529411,0.9926783958037372,115,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04821,ROOT-6544,敄,鳥,鳥,鶩,bge_m3_1024d__en_gloss_unihan__EDGE-04821,8,8,髟,5022,0.4431570768356323,鷈,6023,0.5176842212677002,9152,3,0,0,0,0.0001991238550378,0.4513167959785815,0,0,0,0.0001660302174995,0.3419298437329253,-1001,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04822,ROOT-77DB,矛,木,木,柔,bge_m3_1024d__en_gloss_unihan__EDGE-04822,10,10,松,1169,0.6608275175094604,松,564,0.655113935470581,9152,3,0,0,0,0.0008554319931565,0.8723636761009725,0,0,0,0.00177304964539,0.9384766692164792,605,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04823,ROOT-77DB,柔,扌,手,揉,bge_m3_1024d__en_gloss_unihan__EDGE-04823,10,10,挶,51,0.6511381268501282,挶,39,0.6556345224380493,9152,3,0,0,0,0.0196078431372549,0.9945361162714458,0,0,0,0.0256410256410256,0.9958474483662988,12,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04824,ROOT-77DB,柔,火,火,煣,bge_m3_1024d__en_gloss_unihan__EDGE-04824,10,10,怒,2172,0.6035608053207397,怒,3721,0.5731131434440613,9152,3,0,0,0,0.0004604051565377,0.7627581685061742,0,0,0,0.0002687449610319,0.5934870505955634,-1549,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04825,ROOT-77DB,柔,米,米,糅,bge_m3_1024d__en_gloss_unihan__EDGE-04825,10,10,糲,638,0.4952081441879272,糲,581,0.4939933717250824,9152,3,0,0,0,0.0015673981191222,0.9303901212982189,0,0,0,0.0017211703958691,0.9366189487487706,57,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04827,ROOT-77DB,柔,𧾷,足,蹂,bge_m3_1024d__en_gloss_unihan__EDGE-04827,10,10,走,2137,0.5268431901931763,适,1279,0.5923349857330322,9152,3,0,0,0,0.0004679457182966,0.7665828871161622,0,0,0,0.0007818608287724,0.8603431318981531,858,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04828,ROOT-77DB,柔,車,車,輮,bge_m3_1024d__en_gloss_unihan__EDGE-04828,10,10,言,774,0.5521135330200195,載,2143,0.5855348110198975,9152,3,0,0,0,0.0012919896640826,0.9155283575565512,0,0,0,0.0004666355576294,0.7659272210687357,-1369,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04829,ROOT-77DB,柔,革,革,鞣,bge_m3_1024d__en_gloss_unihan__EDGE-04829,10,10,衣,593,0.5222597122192383,履,286,0.5929784774780273,9152,3,0,0,0,0.0016863406408094,0.9353076166539176,0,0,0,0.0034965034965034,0.9688558627472408,307,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04830,ROOT-77DB,矛,林,林,楙,bge_m3_1024d__en_gloss_unihan__EDGE-04830,10,10,楀,504,0.6109521985054016,楀,1446,0.5653684139251709,9152,3,0,0,0,0.0019841269841269,0.9450333296907442,0,0,0,0.0006915629322268,0.842093760244782,-942,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04831,ROOT-77DB,楙,心,心,懋,bge_m3_1024d__en_gloss_unihan__EDGE-04831,10,10,房,1317,0.4811164736747741,房,1828,0.4850364327430725,9152,3,0,0,0,0.0007593014426727,0.8561905802644519,0,0,0,0.0005470459518599,0.8003496885586274,-511,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04832,ROOT-77DB,矛,艹,艸,茅,bge_m3_1024d__en_gloss_unihan__EDGE-04832,10,10,髟,213,0.5404521226882935,髟,451,0.5559285283088684,9152,3,0,0,0,0.0046948356807511,0.97683313299093,0,0,0,0.0022172949002217,0.9508250464430116,-238,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04834,ROOT-77DB,矛,衣,衣,袤,bge_m3_1024d__en_gloss_unihan__EDGE-04834,10,10,襾,1589,0.524888277053833,服,1714,0.5776712894439697,9152,3,0,0,0,0.000629326620516,0.8264670527811169,0,0,0,0.0005834305717619,0.8128073434597312,-125,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04837,ROOT-77DE,矞,忄,心,憰,bge_m3_1024d__en_gloss_unihan__EDGE-04837,7,7,房,6415,0.3876532018184662,房,6814,0.3626998364925384,9152,3,0,0,0,0.0001558846453624,0.29909299530106,0,0,0,0.0001467566774288,0.255491203147197,-399,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04838,ROOT-77DE,矞,木,木,橘,bge_m3_1024d__en_gloss_unihan__EDGE-04838,7,7,松,5045,0.5707987546920776,樵,6483,0.4747737050056457,9152,3,0,0,0,0.0001982160555004,0.4488034094634466,0,0,0,0.0001542495758136,0.2916621134302262,-1438,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04839,ROOT-77DE,矞,氵,水,潏,bge_m3_1024d__en_gloss_unihan__EDGE-04839,7,7,液,5977,0.4591419994831085,液,7009,0.3874441087245941,9152,3,0,0,0,0.0001673080140538,0.3469566167631952,0,0,0,0.0001426737052361,0.2341820566058354,-1032,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04840,ROOT-77DE,矞,糸,糸,繘,bge_m3_1024d__en_gloss_unihan__EDGE-04840,7,7,髟,2391,0.4471909403800964,緇,2289,0.4834473133087158,9152,3,0,0,0,0.000418235048097,0.7388263577751065,0,0,0,0.000436871996505,0.7499726805813572,102,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04841,ROOT-77DE,矞,言,言,譎,bge_m3_1024d__en_gloss_unihan__EDGE-04841,7,7,門,6026,0.445278137922287,說,5918,0.4910058379173279,9152,3,0,0,0,0.0001659475605708,0.3416020107092121,0,0,0,0.0001689760054072,0.3534039995628892,108,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04843,ROOT-77DE,矞,釒,金,鐍,bge_m3_1024d__en_gloss_unihan__EDGE-04843,7,7,貝,4130,0.4287876486778259,鐶,5301,0.460911750793457,9152,3,0,0,0,0.0002421307506053,0.5487924816959895,0,0,0,0.0001886436521411,0.4208283247732488,-1171,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04844,ROOT-77DE,矞,馬,馬,驈,bge_m3_1024d__en_gloss_unihan__EDGE-04844,7,7,鹿,197,0.5284287333488464,鹿,52,0.5937817096710205,9152,3,0,0,0,0.0050761421319796,0.9785815757840672,0,0,0,0.0192307692307692,0.9944268385968746,145,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04845,ROOT-77DE,矞,鳥,鳥,鷸,bge_m3_1024d__en_gloss_unihan__EDGE-04845,7,7,髟,1545,0.4900515079498291,鷈,2935,0.5160959959030151,9152,3,0,0,0,0.0006472491909385,0.8312752704622446,0,0,0,0.0003407155025553,0.6793793028084363,-1390,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04846,ROOT-6BB9,殹,女,女,嫛,bge_m3_1024d__en_gloss_unihan__EDGE-04846,4,4,角,3868,0.42789027094841,星,3553,0.4763155281543731,9152,3,0,0,0,0.0002585315408479,0.5774232324336138,0,0,0,0.0002814522938361,0.6118456999235056,315,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04847,ROOT-6BB9,殹,糸,糸,繄,bge_m3_1024d__en_gloss_unihan__EDGE-04847,4,4,髟,520,0.494479089975357,纊,726,0.5690450072288513,9152,3,0,0,0,0.0019230769230769,0.9432848868976068,0,0,0,0.0013774104683195,0.9207736859359632,-206,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04848,ROOT-6BB9,殹,羽,羽,翳,bge_m3_1024d__en_gloss_unihan__EDGE-04848,4,4,糸,2924,0.4829171597957611,翎,1917,0.5808126330375671,9152,3,0,0,0,0.0003419972640218,0.6805813572287182,0,0,0,0.0005216484089723,0.7906239755218009,1007,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04849,ROOT-6BB9,殹,酉,酉,醫,bge_m3_1024d__en_gloss_unihan__EDGE-04849,4,4,鬯,6899,0.3968814611434936,觴,3120,0.519074022769928,9152,3,0,0,0,0.0001449485432671,0.2462026008086547,0,0,0,0.0003205128205128,0.6591629330127855,3779,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04850,ROOT-6BB9,殹,鳥,鳥,鷖,bge_m3_1024d__en_gloss_unihan__EDGE-04850,4,4,髟,5622,0.4348583221435547,仔,6936,0.4569454193115234,9152,3,0,0,0,0.0001778726431874,0.3857501912359304,0,0,0,0.0001441753171856,0.2421593268495246,-1314,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04853,ROOT-7591,疑,亻,人,儗,bge_m3_1024d__en_gloss_unihan__EDGE-04853,4,4,夫,5133,0.551032304763794,氓,4479,0.526431143283844,9152,3,0,0,0,0.0001948178453146,0.4391869741011911,0,0,0,0.0002232641214556,0.5106545732706809,654,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04855,ROOT-7591,疑,山,山,嶷,bge_m3_1024d__en_gloss_unihan__EDGE-04855,4,4,嶽,3481,0.5642178058624268,嶽,4864,0.4770731925964355,9152,3,0,0,0,0.0002872737719046,0.6197136924926238,0,0,0,0.0002055921052631,0.468582668560813,-1383,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04856,ROOT-7591,疑,扌,手,擬,bge_m3_1024d__en_gloss_unihan__EDGE-04856,4,4,挶,4836,0.48031747341156,挶,4413,0.4092826247215271,9152,3,0,0,0,0.0002067824648469,0.4716424434488034,0,0,0,0.0002266032177656,0.5178668997923724,423,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04857,ROOT-7591,疑,石,石,礙,bge_m3_1024d__en_gloss_unihan__EDGE-04857,4,4,穴,1403,0.4758513271808624,穴,748,0.4629562497138977,9152,3,0,0,0,0.0007127583749109,0.8467927002513387,0,0,0,0.0013368983957219,0.9183695770953996,655,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04858,ROOT-7591,疑,艹,艸,薿,bge_m3_1024d__en_gloss_unihan__EDGE-04858,4,4,髟,478,0.503122866153717,髟,1084,0.4475142955780029,9152,3,0,0,0,0.002092050209205,0.9478745492295924,0,0,0,0.0009225092250922,0.8816522784395148,-606,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04860,ROOT-7678,癸,戈,戈,戣,bge_m3_1024d__en_gloss_unihan__EDGE-04860,3,3,槍,2868,0.5112937688827515,槍,5724,0.4405564069747925,9152,3,0,0,0,0.0003486750348675,0.686700907004699,0,0,0,0.0001747030048916,0.3746038684296798,-2856,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04861,ROOT-7678,癸,目,目,睽,bge_m3_1024d__en_gloss_unihan__EDGE-04861,3,3,見,145,0.6118812561035156,睹,93,0.6137043237686157,9152,3,0,0,0,0.0068965517241379,0.9842640148617636,0,0,0,0.010752688172043,0.98994645393946,52,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04863,ROOT-7678,癸,門,門,闋,bge_m3_1024d__en_gloss_unihan__EDGE-04863,3,3,言,1356,0.5228545665740967,闥,1410,0.5668745040893555,9152,3,0,0,0,0.0007374631268436,0.8519287509561797,0,0,0,0.000709219858156,0.846027756529341,-54,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04864,ROOT-7678,癸,馬,馬,騤,bge_m3_1024d__en_gloss_unihan__EDGE-04864,3,3,鹿,108,0.5971738696098328,驦,15,0.5838567614555359,9152,3,0,0,0,0.0092592592592592,0.988307288820894,0,0,0,0.0666666666666666,0.9984701125560048,93,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04865,ROOT-77E2,矢,口,口,知,bge_m3_1024d__en_gloss_unihan__EDGE-04865,5,5,闥,3843,0.5629680156707764,谽,1464,0.5552912950515747,9152,3,0,0,0,0.0002602133749674,0.580155174297891,0,0,0,0.0006830601092896,0.8401267621025025,2379,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04866,ROOT-77E2,知,日,日,智,bge_m3_1024d__en_gloss_unihan__EDGE-04866,5,5,晝,3639,0.569780707359314,晝,1822,0.5720973014831543,9152,3,0,0,0,0.0002748007694421,0.6024478199103923,0,0,0,0.0005488474204171,0.801005354606054,1817,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04867,ROOT-77E2,知,虫,虫,蜘,bge_m3_1024d__en_gloss_unihan__EDGE-04867,5,5,隹,4616,0.4397951364517212,蟲,3108,0.5292359590530396,9152,3,0,0,0,0.0002166377816291,0.4956835318544421,0,0,0,0.0003217503217503,0.6604742651076385,1508,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04868,ROOT-77E2,知,𧾷,足,踟,bge_m3_1024d__en_gloss_unihan__EDGE-04868,5,5,走,2870,0.5131514668464661,詣,1266,0.5731721520423889,9152,3,0,0,0,0.0003484320557491,0.6864823516555567,0,0,0,0.0007898894154818,0.8617637416675773,1604,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04869,ROOT-77E2,矢,隹,隹,雉,bge_m3_1024d__en_gloss_unihan__EDGE-04869,5,5,鳥,566,0.4516625702381134,鳥,1657,0.4791148602962494,9152,3,0,0,0,0.0017667844522968,0.9382581138673368,0,0,0,0.0006035003017501,0.819036170910283,-1091,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04870,ROOT-77E2,雉,艹,艸,薙,bge_m3_1024d__en_gloss_unihan__EDGE-04870,5,5,髟,169,0.55728679895401,萹,98,0.5732207298278809,9152,3,0,0,0,0.0059171597633136,0.9816413506720576,0,0,0,0.010204081632653,0.9894000655666048,71,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04874,ROOT-77F3,石,扌,手,拓,bge_m3_1024d__en_gloss_unihan__EDGE-04874,7,7,挶,2048,0.5189271569252014,挶,2925,0.4578191339969635,9152,3,0,0,0,0.00048828125,0.7763086001529887,0,0,0,0.0003418803418803,0.680472079554147,-877,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04875,ROOT-77F3,石,斤,斤,斫,bge_m3_1024d__en_gloss_unihan__EDGE-04875,7,7,弓,3325,0.4820238947868347,鈇,4189,0.4775224328041076,9152,3,0,0,0,0.0003007518796992,0.636761009725713,0,0,0,0.0002387204583432,0.5423450988962955,-864,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04876,ROOT-77F3,石,木,木,柘,bge_m3_1024d__en_gloss_unihan__EDGE-04876,7,7,松,77,0.7294546961784363,松,57,0.6763367652893066,9152,3,0,0,0,0.0129870129870129,0.9916948967325976,0,0,0,0.0175438596491228,0.9938804502240192,20,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04877,ROOT-77F3,石,東,東,橐,bge_m3_1024d__en_gloss_unihan__EDGE-04877,7,7,北,4865,0.5494763851165771,北,5167,0.4989031553268432,9152,3,0,0,0,0.0002055498458376,0.4684733908862419,0,0,0,0.0001935359009096,0.4354715331657742,-302,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04878,ROOT-77F3,石,頁,頁,碩,bge_m3_1024d__en_gloss_unihan__EDGE-04878,7,7,面,1849,0.4760646224021911,面,3678,0.4925188720226288,9152,3,0,0,0,0.0005408328826392,0.7980548573926347,0,0,0,0.0002718868950516,0.59818599060212,-1829,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04879,ROOT-77F3,石,礻,示,祏,bge_m3_1024d__en_gloss_unihan__EDGE-04879,7,7,曰,8571,0.3365066051483154,表,7867,0.3889816105365753,9152,3,0,0,0,0.0001166725002916,0.0634903289258004,0,0,0,0.0001271132579128,0.1404218118238444,704,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04880,ROOT-77F3,石,𧾷,足,跖,bge_m3_1024d__en_gloss_unihan__EDGE-04880,7,7,走,1146,0.5495318174362183,詣,1877,0.573478639125824,9152,3,0,0,0,0.0008726003490401,0.8748770626161075,0,0,0,0.0005327650506126,0.7949950825046443,-731,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04881,ROOT-77F3,石,鼠,鼠,鼫,bge_m3_1024d__en_gloss_unihan__EDGE-04881,7,7,鳥,175,0.5214853882789612,豕,127,0.5618679523468018,9152,3,0,0,0,0.0057142857142857,0.9809856846246312,0,0,0,0.0078740157480314,0.9862310130040433,48,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04896,ROOT-79B9,禹,木,木,楀,bge_m3_1024d__en_gloss_unihan__EDGE-04896,3,3,松,9,0.7846892476081848,松,4,0.7104852795600891,9152,3,0,0,1,0.1111111111111111,0.9991257786034312,0,1,1,0.25,0.9996721669762868,5,0,0,1,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04897,ROOT-79B9,禹,王,玉,瑀,bge_m3_1024d__en_gloss_unihan__EDGE-04897,3,3,琦,27,0.7090282440185547,琦,30,0.6205874681472778,9152,3,0,0,0,0.037037037037037,0.9971587804611518,0,0,0,0.0333333333333333,0.9968309474374384,-3,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04899,ROOT-79B9,禹,𧾷,足,踽,bge_m3_1024d__en_gloss_unihan__EDGE-04899,3,3,走,1898,0.5316150188446045,走,249,0.540270984172821,9152,3,0,0,0,0.000526870389884,0.7927002513386515,0,0,0,0.0040160642570281,0.9728991367063708,1649,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04901,ROOT-79B9,禹,齒,齒,齲,bge_m3_1024d__en_gloss_unihan__EDGE-04901,3,3,石,386,0.5230519771575928,黃,229,0.5139610171318054,9152,3,0,0,0,0.0025906735751295,0.9579280952901322,0,0,0,0.0043668122270742,0.9750846901977924,157,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04902,ROOT-79BA,禺,亻,人,偶,bge_m3_1024d__en_gloss_unihan__EDGE-04902,7,7,夫,1836,0.6299948692321777,叟,2158,0.5756502151489258,9152,3,0,0,0,0.0005446623093681,0.7994754671620588,0,0,0,0.000463392029657,0.7642880559501694,-322,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04903,ROOT-79BA,禺,口,口,喁,bge_m3_1024d__en_gloss_unihan__EDGE-04903,7,7,闥,4957,0.5360655188560486,谽,4436,0.5152193307876587,9152,3,0,0,0,0.0002017349203147,0.4584198448257021,0,0,0,0.0002254283137962,0.5153535132772374,521,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04906,ROOT-79BA,禺,山,山,嵎,bge_m3_1024d__en_gloss_unihan__EDGE-04906,7,7,嶽,123,0.6841416358947754,嶽,628,0.5832178592681885,9152,3,0,0,0,0.008130081300813,0.9866681237023276,0,0,0,0.001592356687898,0.9314828980439296,-505,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04907,ROOT-79BA,禺,心,心,愚,bge_m3_1024d__en_gloss_unihan__EDGE-04907,7,7,房,4519,0.4268341064453125,房,4471,0.3972642123699188,9152,3,0,0,0,0.0002212878955521,0.5062834662878374,0,0,0,0.0002236636099306,0.5115287946672495,48,0,0,0,0,0,0
bge_m3_1024d,en_gloss_unihan,EDGE-04909,ROOT-79BA,禺,耒,耒,耦,bge_m3_1024d__en_gloss_unihan__EDGE-04909,7,7,聿,101,0.6275609731674194,耜,7,0.6345038414001465,9152,3,0,0,0,0.0099009900990099,0.9890722325428914,0,0,1,0.1428571428571428,0.9993443339525736,94,0,0,0,0,1,0
bge_m3_1024d,en_gloss_unihan,EDGE-04910,ROOT-79BA,耦,艹,艸,藕,bge_m3_1024d__en_gloss_unihan__EDGE-04910,7,7,髟,965,0.4804110527038574,髟,1695,0.4874306917190552,9152,3,0,0,0,0.0010362694300518,0.894656321713474,0,0,0,0.0005899705014749,0.8148836192765818,-730,0,0,0,0,0,0
