model,channel,edge_row,derived_character,anchor_character,relation_class,anchor_family,training_family_count,baseline_predicted_character,baseline_true_character_rank,baseline_top1_correct,baseline_top5_correct,baseline_top10_correct,candidate_character_count,offset_predicted_character,offset_true_character_rank,offset_top1_correct,offset_top5_correct,offset_top10_correct,rank_change,top1_rescued,top1_lost,true_rank_unrestricted,candidate_count_unrestricted,true_rank_layout_constrained,candidate_count_layout_constrained
bge_m3_1024d,cn_def,1988,腫,重,肉,ROOT-6771,69,高,815,0,0,0,6039,緊,176,0,0,0,639,0,0,176,6039,111.0,3732
bge_m3_1024d,cn_def,1989,董,重,艹,ROOT-6771,150,高,4792,0,0,0,6039,鬆,4920,0,0,0,-128,0,0,4920,6039,1223.0,1467
bge_m3_1024d,cn_def,1990,踵,重,𧾷,ROOT-6771,47,高,2962,0,0,0,6039,鬆,229,0,0,0,2733,0,0,229,6039,158.0,3732
bge_m3_1024d,cn_def,1991,鍾,重,釒,ROOT-6771,85,高,5430,0,0,0,6039,鬆,2503,0,0,0,2927,0,0,2503,6039,1603.0,3732
bge_m3_1024d,cn_def,1992,婪,林,女,ROOT-6797,68,沛,5527,0,0,0,6039,園,4753,0,0,0,774,0,0,4753,6039,1174.0,1467
bge_m3_1024d,cn_def,1993,淋,林,氵,ROOT-6797,185,沛,2415,0,0,0,6039,沛,874,0,0,0,1541,0,0,874,6039,509.0,3731
bge_m3_1024d,cn_def,1994,琳,林,王,ROOT-6797,44,沛,4057,0,0,0,6039,沛,665,0,0,0,3392,0,0,665,6039,363.0,3731
bge_m3_1024d,cn_def,1995,禁,林,示,ROOT-6797,4,沛,2742,0,0,0,6039,沛,2827,0,0,0,-85,0,0,2827,6039,735.0,1467
bge_m3_1024d,cn_def,1996,噤,禁,口,ROOT-6797,113,耐,3548,0,0,0,6039,耐,2065,0,0,0,1483,0,0,2065,6039,1328.0,3732
bge_m3_1024d,cn_def,1997,襟,禁,衤,ROOT-6797,33,耐,4801,0,0,0,6039,耐,2127,0,0,0,2674,0,0,2127,6039,1353.0,3732
bge_m3_1024d,cn_def,1998,霖,林,雨,ROOT-6797,21,沛,1364,0,0,0,6039,沛,180,0,0,0,1184,0,0,180,6039,83.0,1467
bge_m3_1024d,cn_def,2000,祼,果,礻,ROOT-679C,19,籽,1433,0,0,0,6039,籽,270,0,0,0,1163,0,0,270,6039,110.0,3732
bge_m3_1024d,cn_def,2001,稞,果,禾,ROOT-679C,24,籽,5397,0,0,0,6039,籽,4604,0,0,0,793,0,0,4604,6039,2811.0,3732
bge_m3_1024d,cn_def,2002,窠,果,穴,ROOT-679C,16,籽,700,0,0,0,6039,籽,250,0,0,0,450,0,0,250,6039,118.0,1467
bge_m3_1024d,cn_def,2003,裸,果,衤,ROOT-679C,33,籽,985,0,0,0,6039,籽,626,0,0,0,359,0,0,626,6039,346.0,3732
bge_m3_1024d,cn_def,2004,裹,果,衣,ROOT-679C,10,籽,1037,0,0,0,6039,籽,578,0,0,0,459,0,0,578,6039,,0
bge_m3_1024d,cn_def,2005,課,果,言,ROOT-679C,95,籽,1440,0,0,0,6039,籽,1123,0,0,0,317,0,0,1123,6039,644.0,3732
bge_m3_1024d,cn_def,2006,踝,果,𧾷,ROOT-679C,47,籽,1205,0,0,0,6039,籽,164,0,0,0,1041,0,0,164,6039,79.0,3732
bge_m3_1024d,cn_def,2007,顆,果,頁,ROOT-679C,27,籽,3101,0,0,0,6039,籽,4454,0,0,0,-1353,0,0,4454,6039,2684.0,3732
bge_m3_1024d,cn_def,2008,媒,某,女,ROOT-67D0,68,名,2371,0,0,0,6039,名,684,0,0,0,1687,0,0,684,6039,425.0,3732
bge_m3_1024d,cn_def,2009,煤,某,火,ROOT-67D0,34,名,4409,0,0,0,6039,名,3426,0,0,0,983,0,0,3426,6039,2136.0,3732
bge_m3_1024d,cn_def,2010,謀,某,言,ROOT-67D0,95,名,2393,0,0,0,6039,名,1148,0,0,0,1245,0,0,1148,6039,718.0,3732
bge_m3_1024d,cn_def,2011,剌,柬,刂,ROOT-67EC,19,訪,949,0,0,0,6039,詢,29,0,0,0,920,0,0,29,6039,17.0,3732
bge_m3_1024d,cn_def,2012,喇,剌,口,ROOT-67EC,113,解,4936,0,0,0,6039,副,4270,0,0,0,666,0,0,4270,6039,2700.0,3731
bge_m3_1024d,cn_def,2013,瘌,剌,疒,ROOT-67EC,46,解,5582,0,0,0,6039,析,4127,0,0,0,1455,0,0,4127,6039,176.0,232
bge_m3_1024d,cn_def,2014,賴,剌,貝,ROOT-67EC,28,解,1880,0,0,0,6039,解,2168,0,0,0,-288,0,0,2168,6039,,232
bge_m3_1024d,cn_def,2015,懶,賴,忄,ROOT-67EC,79,倚,1898,0,0,0,6039,恃,1308,0,0,0,590,0,0,1308,6039,805.0,3731
bge_m3_1024d,cn_def,2016,瀨,賴,氵,ROOT-67EC,185,倚,3053,0,0,0,6039,倚,1018,0,0,0,2035,0,0,1018,6039,650.0,3731
bge_m3_1024d,cn_def,2017,獺,賴,犭,ROOT-67EC,27,倚,4691,0,0,0,6039,倚,2496,0,0,0,2195,0,0,2496,6039,1530.0,3731
bge_m3_1024d,cn_def,2018,癩,賴,疒,ROOT-67EC,46,倚,4381,0,0,0,6039,倚,543,0,0,0,3838,0,0,543,6039,42.0,232
bge_m3_1024d,cn_def,2019,籟,賴,竹,ROOT-67EC,60,倚,4084,0,0,0,6039,倚,3037,0,0,0,1047,0,0,3037,6039,739.0,1467
bge_m3_1024d,cn_def,2021,揀,柬,扌,ROOT-67EC,138,訪,230,0,0,0,6039,訪,177,0,0,0,53,0,0,177,6039,118.0,3732
bge_m3_1024d,cn_def,2022,楝,柬,木,ROOT-67EC,139,訪,5619,0,0,0,6039,詢,3167,0,0,0,2452,0,0,3167,6039,1968.0,3732
bge_m3_1024d,cn_def,2023,煉,柬,火,ROOT-67EC,34,訪,4461,0,0,0,6039,詢,863,0,0,0,3598,0,0,863,6039,560.0,3732
bge_m3_1024d,cn_def,2024,練,柬,糸,ROOT-67EC,97,訪,3898,0,0,0,6039,訪,1704,0,0,0,2194,0,0,1704,6039,1068.0,3732
bge_m3_1024d,cn_def,2025,諫,柬,言,ROOT-67EC,95,訪,829,0,0,0,6039,訪,165,0,0,0,664,0,0,165,6039,108.0,3732
bge_m3_1024d,cn_def,2026,鍊,柬,釒,ROOT-67EC,85,訪,3702,0,0,0,6039,訪,2599,0,0,0,1103,0,0,2599,6039,1640.0,3732
bge_m3_1024d,cn_def,2027,闌,柬,門,ROOT-67EC,19,訪,709,0,0,0,6039,詢,513,0,0,0,196,0,0,513,6039,12.0,72
bge_m3_1024d,cn_def,2028,欄,闌,木,ROOT-67EC,139,閑,2065,0,0,0,6039,閑,1332,0,0,0,733,0,0,1332,6039,813.0,3732
bge_m3_1024d,cn_def,2029,瀾,闌,氵,ROOT-67EC,185,閑,1362,0,0,0,6039,閑,469,0,0,0,893,0,0,469,6039,301.0,3732
bge_m3_1024d,cn_def,2030,爛,闌,火,ROOT-67EC,34,閑,4022,0,0,0,6039,閑,2328,0,0,0,1694,0,0,2328,6039,1479.0,3732
bge_m3_1024d,cn_def,2031,蘭,闌,艹,ROOT-67EC,150,閑,4592,0,0,0,6039,閑,1179,0,0,0,3413,0,0,1179,6039,347.0,1467
bge_m3_1024d,cn_def,2032,傑,桀,亻,ROOT-6840,126,戾,1351,0,0,0,6039,戾,1352,0,0,0,-1,0,0,1352,6039,855.0,3732
bge_m3_1024d,cn_def,2033,磔,桀,石,ROOT-6840,38,戾,4395,0,0,0,6039,戾,4054,0,0,0,341,0,0,4054,6039,2556.0,3732
bge_m3_1024d,cn_def,2034,桅,危,木,ROOT-5371,139,殆,5846,0,0,0,6039,殆,4697,0,0,0,1149,0,0,4697,6039,2927.0,3732
bge_m3_1024d,cn_def,2035,顙,桑,頁,ROOT-6851,27,杷,2903,0,0,0,6039,杷,708,0,0,0,2195,0,0,708,6039,392.0,3732
bge_m3_1024d,cn_def,2036,嘛,麻,口,ROOT-233DF,113,榕,3558,0,0,0,6039,榕,1121,0,0,0,2437,0,0,1121,6039,640.0,3732
bge_m3_1024d,cn_def,2037,摩,麻,手,ROOT-233DF,6,榕,2318,0,0,0,6039,榕,440,0,0,0,1878,0,0,440,6039,10.0,231
bge_m3_1024d,cn_def,2038,磨,麻,石,ROOT-233DF,38,榕,3427,0,0,0,6039,榕,1348,0,0,0,2079,0,0,1348,6039,51.0,231
bge_m3_1024d,cn_def,2039,糜,麻,米,ROOT-233DF,16,榕,2979,0,0,0,6039,禾,476,0,0,0,2503,0,0,476,6039,15.0,231
bge_m3_1024d,cn_def,2040,魔,麻,鬼,ROOT-233DF,8,榕,5247,0,0,0,6039,榕,693,0,0,0,4554,0,0,693,6039,31.0,231
bge_m3_1024d,cn_def,2042,麾,麻,毛,ROOT-233DF,4,榕,2391,0,0,0,6039,榕,1255,0,0,0,1136,0,0,1255,6039,53.0,231
bge_m3_1024d,cn_def,2043,攀,樊,手,ROOT-6A0A,6,柙,1160,0,0,0,6039,柙,146,0,0,0,1014,0,0,146,6039,31.0,1466
bge_m3_1024d,cn_def,2044,礬,樊,石,ROOT-6A0A,38,柙,5839,0,0,0,6039,柙,5105,0,0,0,734,0,0,5105,6039,1217.0,1466
bge_m3_1024d,cn_def,2045,剩,乘,刂,ROOT-4E58,19,居,2174,0,0,0,6039,居,2480,0,0,0,-306,0,0,2480,6039,1600.0,3732
bge_m3_1024d,cn_def,2046,櫟,樂,木,ROOT-6A02,139,怡,5749,0,0,0,6039,怡,3237,0,0,0,2512,0,0,3237,6039,2023.0,3732
bge_m3_1024d,cn_def,2047,爍,樂,火,ROOT-6A02,34,怡,915,0,0,0,6039,怡,175,0,0,0,740,0,0,175,6039,119.0,3732
bge_m3_1024d,cn_def,2048,礫,樂,石,ROOT-6A02,38,怡,2955,0,0,0,6039,怡,1462,0,0,0,1493,0,0,1462,6039,934.0,3732
bge_m3_1024d,cn_def,2049,藥,樂,艹,ROOT-6A02,150,怡,2999,0,0,0,6039,怡,2179,0,0,0,820,0,0,2179,6039,577.0,1466
bge_m3_1024d,cn_def,2050,鑠,樂,釒,ROOT-6A02,85,怡,1620,0,0,0,6039,怡,694,0,0,0,926,0,0,694,6039,462.0,3732
bge_m3_1024d,cn_def,2051,嫵,無,女,ROOT-7121,68,南,2614,0,0,0,6039,南,672,0,0,0,1942,0,0,672,6039,420.0,3732
bge_m3_1024d,cn_def,2052,蕪,無,艹,ROOT-7121,150,南,5444,0,0,0,6039,南,3189,0,0,0,2255,0,0,3189,6039,842.0,1466
bge_m3_1024d,cn_def,2053,篥,栗,竹,ROOT-6817,60,棠,5423,0,0,0,6039,棠,5105,0,0,0,318,0,0,5105,6039,1230.0,1466
bge_m3_1024d,cn_def,2054,坎,欠,土,ROOT-6B20,65,哈,3510,0,0,0,6039,哈,951,0,0,0,2559,0,0,951,6039,648.0,3732
bge_m3_1024d,cn_def,2055,芡,欠,艹,ROOT-6B20,150,哈,5272,0,0,0,6039,嘆,1021,0,0,0,4251,0,0,1021,6039,255.0,1467
bge_m3_1024d,cn_def,2056,曖,愛,日,ROOT-611B,42,戀,1646,0,0,0,6039,戀,1919,0,0,0,-273,0,0,1919,6039,1156.0,3732
bge_m3_1024d,cn_def,2057,址,止,土,ROOT-6B62,65,停,631,0,0,0,6039,停,360,0,0,0,271,0,0,360,6039,222.0,3732
bge_m3_1024d,cn_def,2058,祉,止,礻,ROOT-6B62,19,停,1807,0,0,0,6039,停,355,0,0,0,1452,0,0,355,6039,215.0,3732
bge_m3_1024d,cn_def,2059,趾,止,𧾷,ROOT-6B62,47,停,5493,0,0,0,6039,停,3387,0,0,0,2106,0,0,3387,6039,2141.0,3732
bge_m3_1024d,cn_def,2061,碇,定,石,ROOT-5B9A,38,恆,3072,0,0,0,6039,恆,764,0,0,0,2308,0,0,764,6039,462.0,3732
bge_m3_1024d,cn_def,2062,綻,定,糸,ROOT-5B9A,97,恆,5640,0,0,0,6039,恆,4401,0,0,0,1239,0,0,4401,6039,2708.0,3732
bge_m3_1024d,cn_def,2063,錠,定,釒,ROOT-5B9A,85,恆,2710,0,0,0,6039,恆,393,0,0,0,2317,0,0,393,6039,243.0,3732
bge_m3_1024d,cn_def,2064,政,正,攵,ROOT-6B63,13,朔,2493,0,0,0,6039,朔,1586,0,0,0,907,0,0,1586,6039,951.0,3732
bge_m3_1024d,cn_def,2066,症,正,疒,ROOT-6B63,46,朔,576,0,0,0,6039,朔,4,0,1,1,572,0,0,4,6039,1.0,232
bge_m3_1024d,cn_def,2067,証,正,言,ROOT-6B63,95,朔,4177,0,0,0,6039,朔,2506,0,0,0,1671,0,0,2506,6039,1527.0,3732
bge_m3_1024d,cn_def,2068,鉦,正,釒,ROOT-6B63,85,朔,4069,0,0,0,6039,朔,106,0,0,0,3963,0,0,106,6039,64.0,3732
bge_m3_1024d,cn_def,2069,眨,乏,目,ROOT-4E4F,31,絀,3234,0,0,0,6039,絀,388,0,0,0,2846,0,0,388,6039,228.0,3732
bge_m3_1024d,cn_def,2070,砭,乏,石,ROOT-4E4F,38,絀,5120,0,0,0,6039,絀,3396,0,0,0,1724,0,0,3396,6039,2096.0,3732
bge_m3_1024d,cn_def,2071,窆,乏,穴,ROOT-4E4F,16,絀,1121,0,0,0,6039,絀,513,0,0,0,608,0,0,513,6039,126.0,1466
bge_m3_1024d,cn_def,2072,貶,乏,貝,ROOT-4E4F,28,絀,778,0,0,0,6039,絀,659,0,0,0,119,0,0,659,6039,412.0,3732
bge_m3_1024d,cn_def,2073,賦,武,貝,ROOT-6B66,28,仗,502,0,0,0,6039,仗,75,0,0,0,427,0,0,75,6039,50.0,3732
bge_m3_1024d,cn_def,2074,鵡,武,鳥,ROOT-6B66,26,仗,5376,0,0,0,6039,仗,297,0,0,0,5079,0,0,297,6039,207.0,3732
bge_m3_1024d,cn_def,2075,陟,步,阝,ROOT-6B65,47,爬,386,0,0,0,6039,蹐,637,0,0,0,-251,0,0,637,6039,401.0,3732
bge_m3_1024d,cn_def,2078,洌,列,氵,ROOT-5217,185,為,4644,0,0,0,6039,為,2451,0,0,0,2193,0,0,2451,6039,1545.0,3731
bge_m3_1024d,cn_def,2079,燦,粲,火,ROOT-239BC,34,哂,1493,0,0,0,6039,哂,528,0,0,0,965,0,0,528,6039,348.0,3732
bge_m3_1024d,cn_def,2080,璨,粲,王,ROOT-239BC,44,哂,34,0,0,0,6039,哂,30,0,0,0,4,0,0,30,6039,25.0,3732
bge_m3_1024d,cn_def,2081,慇,殷,心,ROOT-6BB7,43,盧,1059,0,0,0,6039,烏,755,0,0,0,304,0,0,755,6039,182.0,1467
bge_m3_1024d,cn_def,2082,燬,毀,火,ROOT-6BC0,34,隳,10,0,0,1,6039,隳,2,0,1,1,8,0,0,2,6039,1.0,3731
bge_m3_1024d,cn_def,2083,慣,貫,忄,ROOT-6BCC,79,鈞,3883,0,0,0,6039,鈞,3670,0,0,0,213,0,0,3670,6039,2303.0,3732
bge_m3_1024d,cn_def,2084,摜,貫,扌,ROOT-6BCC,138,鈞,2669,0,0,0,6039,鈞,592,0,0,0,2077,0,0,592,6039,382.0,3732
bge_m3_1024d,cn_def,2085,坶,母,土,ROOT-6BCD,65,嬤,799,0,0,0,6039,嬤,266,0,0,0,533,0,0,266,6039,176.0,3732
bge_m3_1024d,cn_def,2086,姆,母,女,ROOT-6BCD,68,嬤,55,0,0,0,6039,姑,28,0,0,0,27,0,0,28,6039,21.0,3732
bge_m3_1024d,cn_def,2087,繁,敏,糸,ROOT-6BCE,97,捷,2093,0,0,0,6039,捷,2997,0,0,0,-904,0,0,2997,6039,677.0,1467
bge_m3_1024d,cn_def,2088,拇,母,扌,ROOT-6BCD,138,嬤,2748,0,0,0,6039,嬤,2626,0,0,0,122,0,0,2626,6039,1732.0,3732
bge_m3_1024d,cn_def,2090,旄,毛,㫃,ROOT-6BDB,6,皮,4599,0,0,0,6039,錦,561,0,0,0,4038,0,0,561,6039,,232
bge_m3_1024d,cn_def,2091,眊,毛,目,ROOT-6BDB,31,皮,5667,0,0,0,6039,皮,1071,0,0,0,4596,0,0,1071,6039,645.0,3732
bge_m3_1024d,cn_def,2093,耗,毛,耒,ROOT-6BDB,5,皮,5215,0,0,0,6039,皮,3783,0,0,0,1432,0,0,3783,6039,2355.0,3732
bge_m3_1024d,cn_def,2094,髦,毛,髟,ROOT-6BDB,10,皮,2219,0,0,0,6039,皮,3431,0,0,0,-1212,0,0,3431,6039,862.0,1466
bge_m3_1024d,cn_def,2095,橇,毳,木,ROOT-6BF3,139,羽,4516,0,0,0,6039,羽,2336,0,0,0,2180,0,0,2336,6039,1443.0,3732
bge_m3_1024d,cn_def,2096,祇,氏,礻,ROOT-6C0F,19,秦,2062,0,0,0,6039,秦,197,0,0,0,1865,0,0,197,6039,114.0,3732
bge_m3_1024d,cn_def,2097,紙,氏,糸,ROOT-6C0F,97,秦,5819,0,0,0,6039,秦,3401,0,0,0,2418,0,0,3401,6039,2140.0,3732
bge_m3_1024d,cn_def,2099,衹,氏,衤,ROOT-6C0F,33,秦,5149,0,0,0,6039,裳,479,0,0,0,4670,0,0,479,6039,316.0,3732
bge_m3_1024d,cn_def,2100,低,氐,亻,ROOT-6C10,126,羌,2048,0,0,0,6039,羌,2582,0,0,0,-534,0,0,2582,6039,1569.0,3732
bge_m3_1024d,cn_def,2101,闊,活,門,ROOT-6D3B,19,死,995,0,0,0,6039,死,446,0,0,0,549,0,0,446,6039,10.0,72
bge_m3_1024d,cn_def,2102,底,氐,广,ROOT-6C10,24,羌,5081,0,0,0,6039,羌,5748,0,0,0,-667,0,0,5748,6039,223.0,232
bge_m3_1024d,cn_def,2103,抵,氐,扌,ROOT-6C10,138,羌,3515,0,0,0,6039,羌,3052,0,0,0,463,0,0,3052,6039,1930.0,3732
bge_m3_1024d,cn_def,2104,柢,氐,木,ROOT-6C10,139,羌,1924,0,0,0,6039,羌,1186,0,0,0,738,0,0,1186,6039,678.0,3732
bge_m3_1024d,cn_def,2105,牴,氐,牜,ROOT-6C10,9,羌,4741,0,0,0,6039,羌,1411,0,0,0,3330,0,0,1411,6039,870.0,3732
bge_m3_1024d,cn_def,2106,砥,氐,石,ROOT-6C10,38,羌,5568,0,0,0,6039,羌,1647,0,0,0,3921,0,0,1647,6039,991.0,3732
bge_m3_1024d,cn_def,2107,祗,氐,礻,ROOT-6C10,19,羌,330,0,0,0,6039,羌,219,0,0,0,111,0,0,219,6039,113.0,3732
bge_m3_1024d,cn_def,2108,胝,氐,肉,ROOT-6C10,69,羌,5743,0,0,0,6039,羌,2373,0,0,0,3370,0,0,2373,6039,1399.0,3732
bge_m3_1024d,cn_def,2109,詆,氐,言,ROOT-6C10,95,羌,2593,0,0,0,6039,羌,317,0,0,0,2276,0,0,317,6039,190.0,3732
bge_m3_1024d,cn_def,2110,邸,氐,阝,ROOT-6C10,47,羌,4936,0,0,0,6039,羌,3013,0,0,0,1923,0,0,3013,6039,1803.0,3732
bge_m3_1024d,cn_def,2111,岷,民,山,ROOT-6C11,37,邑,2754,0,0,0,6039,村,1421,0,0,0,1333,0,0,1421,6039,849.0,3732
bge_m3_1024d,cn_def,2112,泯,民,氵,ROOT-6C11,185,邑,1561,0,0,0,6039,邑,1615,0,0,0,-54,0,0,1615,6039,1017.0,3732
bge_m3_1024d,cn_def,2113,眠,民,目,ROOT-6C11,31,邑,2488,0,0,0,6039,視,1643,0,0,0,845,0,0,1643,6039,987.0,3732
bge_m3_1024d,cn_def,2114,迄,乞,辶,ROOT-4E5E,51,籲,487,0,0,0,6039,掠,430,0,0,0,57,0,0,430,6039,43.0,177
bge_m3_1024d,cn_def,2115,愾,氣,忄,ROOT-6C14,79,水,3700,0,0,0,6039,水,627,0,0,0,3073,0,0,627,6039,381.0,3732
bge_m3_1024d,cn_def,2116,泳,永,氵,ROOT-6C38,185,悠,2417,0,0,0,6039,悠,720,0,0,0,1697,0,0,720,6039,444.0,3732
bge_m3_1024d,cn_def,2117,詠,永,言,ROOT-6C38,95,悠,1211,0,0,0,6039,悠,960,0,0,0,251,0,0,960,6039,588.0,3732
bge_m3_1024d,cn_def,2118,脈,派,肉,ROOT-200A2,69,汊,4786,0,0,0,6039,汊,4912,0,0,0,-126,0,0,4912,6039,3057.0,3731
bge_m3_1024d,cn_def,2119,救,求,攵,ROOT-6C42,13,尋,2104,0,0,0,6039,尋,1738,0,0,0,366,0,0,1738,6039,1076.0,3732
bge_m3_1024d,cn_def,2120,毬,求,毛,ROOT-6C42,4,尋,4980,0,0,0,6039,尋,2544,0,0,0,2436,0,0,2544,6039,110.0,176
bge_m3_1024d,cn_def,2121,球,求,王,ROOT-6C42,44,尋,4130,0,0,0,6039,尋,3501,0,0,0,629,0,0,3501,6039,2193.0,3732
bge_m3_1024d,cn_def,2122,裘,求,衣,ROOT-6C42,10,尋,2930,0,0,0,6039,尋,676,0,0,0,2254,0,0,676,6039,140.0,1467
bge_m3_1024d,cn_def,2123,逑,求,辶,ROOT-6C42,51,尋,1859,0,0,0,6039,尋,1998,0,0,0,-139,0,0,1998,6039,112.0,176
bge_m3_1024d,cn_def,2124,踏,沓,𧾷,ROOT-6C93,47,又,539,0,0,0,6039,又,62,0,0,0,477,0,0,62,6039,38.0,3732
bge_m3_1024d,cn_def,2125,娑,沙,女,ROOT-6C99,68,砂,726,0,0,0,6039,砂,380,0,0,0,346,0,0,380,6039,74.0,1467
bge_m3_1024d,cn_def,2126,莎,沙,艹,ROOT-6C99,150,砂,4647,0,0,0,6039,砂,2612,0,0,0,2035,0,0,2612,6039,671.0,1467
bge_m3_1024d,cn_def,2127,裟,沙,衣,ROOT-6C99,10,砂,4496,0,0,0,6039,砂,1625,0,0,0,2871,0,0,1625,6039,349.0,1467
bge_m3_1024d,cn_def,2128,鯊,沙,魚,ROOT-6C99,19,砂,4427,0,0,0,6039,砂,1202,0,0,0,3225,0,0,1202,6039,283.0,1467
bge_m3_1024d,cn_def,2129,線,泉,糸,ROOT-6CC9,97,湧,5059,0,0,0,6039,湧,2412,0,0,0,2647,0,0,2412,6039,1558.0,3732
bge_m3_1024d,cn_def,2130,腺,泉,肉,ROOT-6CC9,69,湧,2644,0,0,0,6039,湧,437,0,0,0,2207,0,0,437,6039,313.0,3732
bge_m3_1024d,cn_def,2131,蘋,頻,艹,ROOT-983B,150,繼,3867,0,0,0,6039,繼,189,0,0,0,3678,0,0,189,6039,55.0,1467
bge_m3_1024d,cn_def,2132,琺,法,王,ROOT-6CD5,44,辦,5398,0,0,0,6039,辦,3435,0,0,0,1963,0,0,3435,6039,2177.0,3731
bge_m3_1024d,cn_def,2133,耿,火,耳,ROOT-706B,5,焰,5864,0,0,0,6039,燄,5359,0,0,0,505,0,0,5359,6039,3325.0,3732
bge_m3_1024d,cn_def,2134,廣,黃,广,ROOT-7097,24,藍,2020,0,0,0,6039,藍,2763,0,0,0,-743,0,0,2763,6039,99.0,232
bge_m3_1024d,cn_def,2135,壙,廣,土,ROOT-7097,65,寬,4461,0,0,0,6039,寬,2518,0,0,0,1943,0,0,2518,6039,1553.0,3732
bge_m3_1024d,cn_def,2136,擴,廣,扌,ROOT-7097,138,寬,144,0,0,0,6039,寬,95,0,0,0,49,0,0,95,6039,56.0,3732
bge_m3_1024d,cn_def,2137,曠,廣,日,ROOT-7097,42,寬,9,0,0,1,6039,寬,8,0,0,1,1,0,0,8,6039,4.0,3732
bge_m3_1024d,cn_def,2138,獷,廣,犭,ROOT-7097,27,寬,2559,0,0,0,6039,寬,1398,0,0,0,1161,0,0,1398,6039,871.0,3732
bge_m3_1024d,cn_def,2139,礦,廣,石,ROOT-7097,38,寬,5931,0,0,0,6039,寬,5586,0,0,0,345,0,0,5586,6039,3488.0,3732
bge_m3_1024d,cn_def,2140,橫,黃,木,ROOT-7097,139,藍,227,0,0,0,6039,藍,461,0,0,0,-234,0,0,461,6039,242.0,3732
bge_m3_1024d,cn_def,2141,潢,黃,氵,ROOT-7097,185,藍,2308,0,0,0,6039,藍,413,0,0,0,1895,0,0,413,6039,285.0,3732
bge_m3_1024d,cn_def,2142,璜,黃,王,ROOT-7097,44,藍,1381,0,0,0,6039,藍,98,0,0,0,1283,0,0,98,6039,68.0,3732
bge_m3_1024d,cn_def,2143,磺,黃,石,ROOT-7097,38,藍,791,0,0,0,6039,藍,980,0,0,0,-189,0,0,980,6039,617.0,3732
bge_m3_1024d,cn_def,2144,簧,黃,竹,ROOT-7097,60,藍,1978,0,0,0,6039,藍,96,0,0,0,1882,0,0,96,6039,33.0,1467
bge_m3_1024d,cn_def,2146,恍,光,忄,ROOT-5149,79,眼,878,0,0,0,6039,發,508,0,0,0,370,0,0,508,6039,309.0,3732
bge_m3_1024d,cn_def,2147,晃,光,日,ROOT-5149,42,眼,43,0,0,0,6039,映,16,0,0,0,27,0,0,16,6039,6.0,1466
bge_m3_1024d,cn_def,2148,幌,晃,巾,ROOT-5149,21,煌,808,0,0,0,6039,煌,74,0,0,0,734,0,0,74,6039,55.0,3732
bge_m3_1024d,cn_def,2149,胱,光,肉,ROOT-5149,69,眼,396,0,0,0,6039,眼,110,0,0,0,286,0,0,110,6039,59.0,3732
bge_m3_1024d,cn_def,2151,郝,赤,阝,ROOT-8D64,47,緋,475,0,0,0,6039,緋,168,0,0,0,307,0,0,168,6039,78.0,3732
bge_m3_1024d,cn_def,2152,啖,炎,口,ROOT-708E,113,燠,421,0,0,0,6039,燠,277,0,0,0,144,0,0,277,6039,167.0,3732
bge_m3_1024d,cn_def,2153,毯,炎,毛,ROOT-708E,4,燠,5051,0,0,0,6039,燠,2907,0,0,0,2144,0,0,2907,6039,102.0,177
bge_m3_1024d,cn_def,2154,淡,炎,氵,ROOT-708E,185,燠,4666,0,0,0,6039,燠,4337,0,0,0,329,0,0,4337,6039,2712.0,3732
bge_m3_1024d,cn_def,2155,琰,炎,王,ROOT-708E,44,燠,2361,0,0,0,6039,燠,50,0,0,0,2311,0,0,50,6039,29.0,3732
bge_m3_1024d,cn_def,2156,痰,炎,疒,ROOT-708E,46,燠,4944,0,0,0,6039,燠,2495,0,0,0,2449,0,0,2495,6039,143.0,232
bge_m3_1024d,cn_def,2157,談,炎,言,ROOT-708E,95,燠,1552,0,0,0,6039,燠,670,0,0,0,882,0,0,670,6039,422.0,3732
bge_m3_1024d,cn_def,2158,淤,於,氵,ROOT-65BC,185,喲,378,0,0,0,6039,戲,121,0,0,0,257,0,0,121,6039,88.0,3731
bge_m3_1024d,cn_def,2159,瘀,於,疒,ROOT-65BC,46,喲,1995,0,0,0,6039,嗟,175,0,0,0,1820,0,0,175,6039,21.0,232
bge_m3_1024d,cn_def,2160,菸,於,艹,ROOT-65BC,150,喲,4517,0,0,0,6039,嗟,302,0,0,0,4215,0,0,302,6039,91.0,1467
bge_m3_1024d,cn_def,2161,閼,於,門,ROOT-65BC,19,喲,131,0,0,0,6039,喲,64,0,0,0,67,0,0,64,6039,1.0,72
bge_m3_1024d,cn_def,2162,嗚,烏,口,ROOT-70CF,113,盧,5197,0,0,0,6039,盧,3047,0,0,0,2150,0,0,3047,6039,1934.0,3732
bge_m3_1024d,cn_def,2163,塢,烏,土,ROOT-70CF,65,盧,4118,0,0,0,6039,盧,2915,0,0,0,1203,0,0,2915,6039,1804.0,3732
bge_m3_1024d,cn_def,2164,鄔,烏,阝,ROOT-70CF,47,盧,6037,0,0,0,6039,盧,6021,0,0,0,16,0,0,6021,6039,3719.0,3732
bge_m3_1024d,cn_def,2165,嫣,焉,女,ROOT-7109,68,于,3042,0,0,0,6039,于,1473,0,0,0,1569,0,0,1473,6039,913.0,3732
